2021-08-30 00:00:00,15:00 GMT,16.4,-30.3,50,1004
2021-08-30,21:00 GMT,16.4,-31.2,60,1001
2021-08-31,03:00 GMT,16.4,-32.2,65,999
2021-08-31,09:00 GMT,16.5,-32.9,70,997
2021-08-31,15:00 GMT,16.9,-33.8,100,979
2021-08-31,21:00 GMT,17.3,-34.8,115,967
2021-09-01,03:00 GMT,17.8,-35.6,115,967
2021-09-01,09:00 GMT,18.2,-36.5,115,967
2021-09-01,15:00 GMT,18.5,-37.8,110,972
2021-09-01,21:00 GMT,18.8,-39.1,120,964
2021-09-02,03:00 GMT,19.1,-40.5,115,967
2021-09-02,09:00 GMT,19.0,-41.8,110,970
2021-09-02,15:00 GMT,18.8,-43.3,110,973
2021-09-02,21:00 GMT,18.5,-44.6,110,973
2021-09-03,03:00 GMT,18.3,-46.2,110,973
2021-09-03,09:00 GMT,18.0,-47.5,115,969
2021-09-03,15:00 GMT,17.7,-48.4,115,969
2021-09-03,21:00 GMT,17.6,-49.8,115,969
2021-09-04,00:00 GMT,17.4,-50.3,115,959
2021-09-04,03:00 GMT,17.2,-51.0,115,961
2021-09-04,06:00 GMT,17.0,-51.5,115,961
2021-09-04,09:00 GMT,16.9,-52.3,115,961
2021-09-04,12:00 GMT,16.8,-52.6,120,947
2021-09-04,15:00 GMT,16.8,-53.3,120,944
2021-09-04,18:00 GMT,16.7,-53.8,120,944
2021-09-04,21:00 GMT,16.7,-54.4,130,944
2021-09-05,00:00 GMT,16.7,-55.0,140,943
2021-09-05,03:00 GMT,16.7,-55.6,140,943
2021-09-05,06:00 GMT,16.6,-56.4,145,939
2021-09-05,09:00 GMT,16.6,-57.0,150,937
2021-09-05,11:45 GMT,16.7,-57.7,175,929
2021-09-05,12:00 GMT,16.7,-57.7,175,929
2021-09-05,15:00 GMT,16.8,-58.4,180,931
2021-09-05,18:00 GMT,16.9,-59.1,185,926
2021-09-05,21:00 GMT,17.1,-59.8,185,926
2021-09-06,00:00 GMT,17.2,-60.5,185,916
2021-09-06,00:15 GMT,17.2,-60.5,185,916
2021-09-06,03:00 GMT,17.4,-61.1,185,916
2021-09-06,06:00 GMT,17.7,-61.8,185,914
2021-09-06,09:00 GMT,17.9,-62.6,185,914
2021-09-06,12:00 GMT,18.1,-63.3,185,918
2021-09-06,15:00 GMT,18.2,-64.0,185,918
2021-09-06,16:00 GMT,18.3,-64.2,185,922
